Last_promotion_gsp,Years@Current Mangers,Education,EducationField,Employee_ID,Env_Satisfaction,Gender,HourlyRate,Job_Involvement,JobLevel,JobRole,Job satisfac,Marital Status,Monthly Income,Company Changed,18Yrs,Over Time,PercentSalaryHike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Training time spent,Work LifeBalance,Years @company,Years@Current role,BusinessTravel,Dept,Travel_distance,Attrition
7,10,Bachelor,Medical,6443,3,Male,66,3,2,Laboratory Technician,1,Divorced,3172,1,Y,No,11,3,3,80,2,12,3,3,12,9,Non-Travel,Research & Development,9,No
1,2,Below College,Medical,6450,2,Female,95,3,1,Research Scientist,4,Married,4029,7,Y,Yes,23,4,3,80,1,7,0,3,4,2,Travel_Rarely,Research & Development,12,No
2,2,College,Medical,6451,4,Female,95,3,1,Research Scientist,2,Single,2411,1,Y,No,15,3,4,80,0,9,2,3,3,2,Travel_Rarely,Research & Development,27,No
1,2,Bachelor,Medical,6453,3,Male,86,2,1,Laboratory Technician,3,Married,3790,1,Y,No,15,3,4,80,1,5,1,2,3,2,Travel_Rarely,Research & Development,1,No
2,3,College,Medical,6454,4,Female,57,4,2,Manufacturing Director,1,Divorced,4550,1,Y,No,11,3,3,80,2,5,2,3,4,2,Travel_Rarely,Research & Development,13,No
2,6,Bachelor,Medical,6456,4,Female,72,3,1,Research Scientist,2,Married,2856,1,Y,No,13,3,4,80,1,8,4,3,8,7,Travel_Rarely,Research & Development,14,No
10,9,Below College,Medical,6457,4,Female,46,3,5,Manager,3,Married,19133,1,Y,No,14,3,2,80,1,21,1,3,20,8,Travel_Rarely,Research & Development,4,No
3,15,Master,Medical,6458,3,Male,61,4,5,Research Director,2,Single,18822,7,Y,No,11,3,4,80,0,36,2,3,24,15,Travel_Rarely,Research & Development,14,No
2,0,Bachelor,Medical,6462,4,Female,98,3,4,Healthcare Representative,2,Single,13834,2,Y,No,18,3,3,80,0,21,5,3,7,7,Travel_Rarely,Research & Development,3,No
1,3,Bachelor,Medical,6464,4,Female,99,3,1,Research Scientist,2,Single,2379,1,Y,No,16,3,4,80,0,7,1,2,7,7,Travel_Rarely,Research & Development,9,No
3,2,Bachelor,Medical,6466,4,Male,37,4,1,Research Scientist,4,Divorced,2189,3,Y,No,14,3,4,80,3,7,2,4,5,4,Non-Travel,Research & Development,7,No
12,8,College,Medical,6468,1,Male,65,2,4,Manager,4,Married,16892,8,Y,No,23,4,4,80,1,22,0,3,20,8,Non-Travel,Research & Development,2,No
2,2,Bachelor,Medical,6473,2,Female,37,3,2,Laboratory Technician,2,Single,4525,4,Y,No,11,3,4,80,0,10,4,3,6,2,Travel_Frequently,Research & Development,2,No
1,2,College,Medical,6474,3,Female,36,3,2,Manufacturing Director,3,Divorced,5365,1,Y,No,16,3,2,80,1,11,4,3,5,3,Non-Travel,Research & Development,21,No
3,0,Master,Medical,6481,4,Male,43,3,1,Research Scientist,3,Divorced,3915,1,Y,Yes,17,3,4,80,1,5,3,4,5,3,Travel_Frequently,Research & Development,10,No
4,7,College,Medical,6485,3,Male,99,3,2,Laboratory Technician,4,Married,2841,7,Y,Yes,15,3,3,80,1,15,1,4,7,2,Travel_Rarely,Research & Development,19,No
1,0,Below College,Medical,6486,2,Male,70,3,2,Healthcare Representative,1,Married,6773,6,Y,Yes,19,3,2,80,0,17,1,3,1,0,Travel_Rarely,Research & Development,29,Yes
2,7,Below College,Medical,6490,2,Female,73,3,1,Laboratory Technician,4,Single,2253,1,Y,No,13,3,1,80,0,8,1,3,8,1,Travel_Frequently,Research & Development,18,No
1,3,Master,Medical,6492,4,Male,97,3,3,Healthcare Representative,1,Divorced,9496,6,Y,No,16,3,3,80,1,17,2,3,4,2,Travel_Rarely,Research & Development,1,No
10,8,Master,Medical,6495,2,Male,32,1,3,Sales Executive,4,Married,10500,1,Y,No,11,3,3,80,0,14,1,2,14,8,Travel_Rarely,Sales,4,Yes
13,8,Bachelor,Medical,6506,4,Female,788,2,3,Sales Executive,4,Single,8965,5,Y,No,12,3,4,80,0,23,1,,19,7,Non-Travel,Sales,6,No
2,1,Master,Medical,6509,3,Female,47,2,1,Research Scientist,2,Married,2722,5,Y,No,21,4,4,80,0,7,2,3,3,2,Travel_Rarely,Research & Development,4,No
2,4,Master,Medical,6512,3,Male,90,1,2,Manufacturing Director,3,Married,4445,0,Y,No,12,3,4,80,1,6,1,3,5,4,Non-Travel,Research & Development,1,No
5,1,Below College,Medical,6516,2,Female,42,3,3,Sales Executive,4,Married,8018,1,Y,No,14,3,4,80,1,11,4,3,11,10,Travel_Frequently,Sales,1,No
1,1,Below College,Medical,6519,3,Male,86,2,1,Research Scientist,4,Single,2489,1,Y,Yes,13,3,3,80,0,4,2,2,4,3,Travel_Rarely,Research & Development,18,Yes
3,2,College,Medical,6525,2,Male,52,3,1,Human Resources,3,Married,2367,7,Y,No,17,3,4,80,0,7,1,2,2,2,Travel_Rarely,Human Resources,6,No
1,6,Master,Medical,6527,4,Female,68,3,5,Manager,4,Divorced,19617,2,Y,No,11,3,3,80,1,32,2,2,7,0,Travel_Rarely,Sales,1,No
1,4,Bachelor,Medical,6529,3,Male,58,3,1,Laboratory Technician,4,Married,2536,4,Y,Yes,13,3,3,80,1,8,1,1,5,4,Travel_Rarely,Research & Development,14,Yes
2,2,Master,Medical,6536,3,Female,96,3,1,Laboratory Technician,3,Divorced,2332,6,Y,No,14,3,3,80,3,7,0,3,3,2,Travel_Rarely,Research & Development,1,No
3,2,Master,Medical,6541,2,Male,432,3,3,Research Director,3,Divorced,13775,8,Y,No,12,3,1,80,1,9,2,3,2,2,Travel_Frequently,Research & Development,3,No
1,2,College,Medical,6544,3,Female,83,2,1,Research Scientist,1,Married,4020,1,Y,No,14,3,1,80,1,17,1,2,3,1,Travel_Rarely,Research & Development,1,No
1,0,Bachelor,Medical,6546,1,Male,61,3,3,Manufacturing Director,3,Divorced,10148,5,Y,No,11,3,2,80,2,17,4,3,1,0,Travel_Frequently,Research & Development,10,Yes
8,8,Bachelor,Medical,6555,4,Female,10000,2,1,Laboratory Technician,1,Divorced,2693,0,Y,Yes,11,3,3,80,1,10,3,3,9,6,Travel_Rarely,Research & Development,2,No
4,9,College,Medical,6556,1,Male,49,3,5,Research Director,3,Divorced,19536,0,Y,No,19,3,4,80,1,22,4,3,21,7,Travel_Rarely,Research & Development,2,No
2,4,College,Medical,6559,3,Male,71,2,1,Laboratory Technician,2,Single,3579,0,Y,No,11,3,2,80,0,6,1,4,5,4,Travel_Frequently,Research & Development,29,Yes
1,0,Bachelor,Medical,6570,1,Male,78,2,2,Sales Executive,2,Married,6744,1,Y,No,19,3,2,80,2,10,1,3,0,0,Travel_Rarely,Sales,2,No
8,8,Bachelor,Medical,6571,2,Male,64,2,2,Healthcare Representative,4,Married,5682,0,Y,No,21,4,2,80,1,10,1,3,9,0,Travel_Rarely,Research & Development,23,No
5,10,College,Medical,6576,3,Male,79,3,4,Healthcare Representative,4,Married,13596,0,Y,Yes,14,3,2,80,0,21,1,3,20,7,Travel_Rarely,Research & Development,20,No
5,13,Bachelor,Medical,6578,4,Male,81,3,5,Manager,1,Single,19145,0,Y,Yes,14,3,3,80,0,37,1,3,36,10,Travel_Rarely,Research & Development,1,No
1,4,Bachelor,Medical,6581,4,Male,94,3,1,Research Scientist,4,Married,2170,1,Y,No,23,4,4,80,1,5,2,2,5,2,Travel_Rarely,Research & Development,9,No
1,1,Master,Medical,6582,3,Male,98,3,2,Sales Executive,4,Married,6602,3,Y,No,14,3,2,80,1,7,4,4,5,4,Travel_Rarely,Sales,6,No
2,0,College,Medical,6583,4,Male,100,2,1,Research Scientist,3,Single,3330,1,Y,No,17,3,1,80,0,3,3,4,3,2,Travel_Rarely,Research & Development,3,No
1,2,Master,Medical,6584,1,Female,80,3,3,Research Director,4,Divorced,13703,1,Y,Yes,18,3,1,80,2,15,1,3,5,2,Non-Travel,Research & Development,1,No
8,7,College,Medical,6586,1,Female,44,4,2,Sales Executive,1,Divorced,5705,1,Y,Yes,24,4,3,80,1,8,2,3,8,0,Travel_Rarely,Sales,7,No
2,3,Master,Medical,6590,3,Male,45,3,4,Research Director,3,Married,17684,2,Y,Yes,16,3,4,80,3,21,4,2,5,3,Travel_Rarely,Research & Development,3,No
4,3,College,Medical,6594,1,Male,60,3,2,Healthcare Representative,1,Married,4841,1,Y,Yes,13,3,3,80,1,5,2,3,5,3,Travel_Frequently,Research & Development,11,No
1,2,Master,Medical,6598,1,Male,45,3,1,Laboratory Technician,2,Divorced,2473,1,Y,Yes,13,3,4,80,1,5,1,3,3,2,Travel_Rarely,Research & Development,16,Yes
2,2,Bachelor,Medical,6607,2,Male,53,3,1,Research Scientist,4,Married,2426,1,Y,Yes,12,3,3,80,3,4,2,2,4,2,Travel_Frequently,Research & Development,9,No
2,2,Bachelor,Medical,6612,4,Male,84,1,2,Manufacturing Director,2,Divorced,5582,4,Y,No,18,3,4,80,1,13,2,3,4,1,Travel_Rarely,Research & Development,2,No
1,0,Bachelor,Medical,6615,4,Female,69,2,1,Sales Representative,3,Single,1300,1,Y,No,12,3,1,80,0,0,1,3,0,0,Travel_Rarely,Sales,10,No
1,7,College,Medical,6616,2,Male,68,4,2,Healthcare Representative,1,Single,5761,0,Y,No,19,3,3,80,0,9,1,3,8,3,Travel_Rarely,Research & Development,16,No
4,7,Bachelor,Medical,6621,3,Male,48,4,3,Healthcare Representative,4,Divorced,9713,0,Y,No,17,3,1,80,3,19,4,2,18,10,Travel_Rarely,Research & Development,1,No
12,10,Below College,Medical,6633,1,Male,99,3,4,Manager,1,Married,17168,1,Y,Yes,14,3,4,80,0,21,2,3,21,9,Travel_Rarely,Research & Development,10,No
8,7,Master,Medical,6637,3,Male,85,2,2,Research Scientist,2,Married,5041,1,Y,No,15,3,1,80,0,11,2,2,8,2,Travel_Rarely,Research & Development,8,Yes
1,7,Master,Medical,6643,1,Female,74,4,2,Research Scientist,4,Single,5155,6,Y,No,16,3,3,80,0,10,0,2,7,7,Travel_Rarely,Research & Development,2,No
3,2,Master,Medical,6644,1,Male,84,1,1,Research Scientist,4,Married,3564,4,Y,Yes,13,3,4,80,0,5,3,2,3,2,Travel_Rarely,Research & Development,2,Yes
2,9,College,Medical,6645,4,Female,64,3,2,Research Scientist,4,Married,5875,1,Y,No,13,3,4,80,2,11,1,3,10,8,Travel_Rarely,Research & Development,28,No
14,3,College,Medical,6648,3,Male,54,2,5,Manager,4,Married,19372,1,Y,No,15,3,1,80,1,21,1,3,21,9,Travel_Frequently,Research & Development,7,No
1,0,College,Medical,6649,2,Female,41,3,2,Sales Executive,3,Married,5338,3,Y,Yes,18,3,1,80,0,12,2,2,1,0,Travel_Rarely,Sales,3,Yes
1,2,College,Medical,6657,2,Male,57,1,2,Sales Executive,4,Married,7557,1,Y,Yes,22,4,3,80,3,6,1,,4,3,Travel_Rarely,Sales,1,No
1,4,College,Medical,6664,4,Male,61,3,2,Manufacturing Director,4,Divorced,6447,6,Y,No,16,3,3,80,2,8,1,2,6,2,Travel_Rarely,Research & Development,5,No
5,10,Master,Medical,6666,3,Female,39,3,3,Manufacturing Director,4,Single,7243,1,Y,Yes,14,3,3,80,0,11,1,2,11,9,Travel_Rarely,Research & Development,7,No
2,2,Bachelor,Medical,6670,4,Male,95,2,2,Manufacturing Director,2,Single,6132,5,Y,Yes,15,3,4,80,0,8,2,3,5,4,Travel_Rarely,Research & Development,6,No
1,0,Below College,Medical,6671,2,Male,99,3,2,Sales Representative,3,Single,3076,2,Y,No,19,3,1,80,0,5,2,3,0,0,Travel_Frequently,Sales,4,No
1,7,Bachelor,Medical,6675,3,Female,75,3,1,Laboratory Technician,2,Married,2470,1,Y,No,13,3,3,80,1,8,3,3,8,0,Travel_Rarely,Research & Development,2,No
1,0,Below College,Medical,6677,1,Female,91,3,3,Manager,3,Married,12604,2,Y,No,21,4,2,80,1,15,2,1,0,0,Travel_Rarely,Sales,29,No
7,7,Bachelor,Medical,6678,3,Male,51,4,2,Research Scientist,1,Divorced,6074,3,Y,Yes,13,3,1,80,2,13,1,3,7,7,Travel_Rarely,Research & Development,6,No
1,0,Phd,Medical,6683,4,Female,345,3,2,Sales Executive,4,Single,6753,3,Y,No,15,3,2,80,0,7,5,3,1,0,Non-Travel,Sales,1,No
2,12,Master,Medical,6685,1,Male,48,2,3,Sales Executive,4,Married,9799,3,Y,No,11,3,1,80,1,16,1,3,13,9,Travel_Frequently,Sales,3,No
2,2,Master,Medical,6686,4,Male,88,3,2,Healthcare Representative,3,Married,6855,1,Y,No,11,3,3,80,0,15,1,3,3,2,Travel_Rarely,Research & Development,1,No
3,2,College,Medical,6688,1,Male,39,3,1,Sales Representative,4,Single,2710,1,Y,No,24,4,3,80,0,3,2,2,3,2,Non-Travel,Sales,9,No
1,3,Bachelor,Medical,6690,3,Female,98,3,1,Laboratory Technician,1,Married,3552,5,Y,No,20,4,2,80,1,17,2,3,5,4,Travel_Rarely,Research & Development,10,No
1,0,Master,Medical,6691,3,Female,30,3,2,Manufacturing Director,3,Married,5358,1,Y,No,14,3,3,80,0,7,1,4,1,0,Non-Travel,Research & Development,7,No
1,4,College,Medical,6701,4,Male,82,3,1,Laboratory Technician,2,Divorced,3916,1,Y,No,11,3,2,80,1,5,1,3,5,2,Travel_Rarely,Research & Development,1,No
2,2,Bachelor,Medical,6715,1,Female,43,3,1,Research Scientist,2,Married,2344,1,Y,No,13,3,4,80,1,2,0,3,2,1,Travel_Rarely,Research & Development,11,No
10,0,College,Medical,6717,2,Male,61,2,3,Sales Executive,3,Married,7696,1,Y,No,13,3,2,80,2,10,1,3,10,9,Travel_Rarely,Sales,2,No
1,0,Bachelor,Medical,6725,2,Female,78,2,2,Laboratory Technician,3,Married,3548,5,Y,No,22,4,2,80,1,20,2,3,1,0,Travel_Rarely,Research & Development,2,No
2,2,College,Medical,6726,1,Male,86,3,5,Research Director,1,Married,19506,3,Y,No,11,3,3,80,1,24,3,2,4,2,Travel_Rarely,Research & Development,5,No
4,12,College,Medical,6728,2,Female,31,3,2,Manufacturing Director,1,Married,4406,1,Y,No,12,3,2,80,1,13,4,1,13,10,Travel_Rarely,Research & Development,7,No
2,2,Bachelor,Medical,6729,4,Male,61,3,1,Laboratory Technician,4,Married,2358,6,Y,No,20,4,1,80,1,8,0,3,3,2,Travel_Frequently,Research & Development,21,No
11,7,Phd,Medical,6733,2,Female,72,3,2,Research Scientist,3,Married,4549,2,Y,Yes,15,3,1,80,2,15,1,3,13,11,Non-Travel,Research & Development,25,No
2,8,College,Medical,6740,3,Male,79,3,2,Laboratory Technician,1,Divorced,4658,1,Y,No,12,3,4,80,1,10,1,3,10,0,Travel_Rarely,Research & Development,17,No
1,2,Bachelor,Medical,6742,1,Male,91,3,1,Laboratory Technician,1,Married,4131,4,Y,No,13,3,3,80,1,6,4,3,2,2,Travel_Rarely,Research & Development,3,Yes
1,4,Bachelor,Medical,6747,4,Male,39,2,3,Manufacturing Director,3,Married,8069,1,Y,Yes,14,3,3,80,0,28,3,3,5,4,Travel_Rarely,Research & Development,3,No
1,8,Bachelor,Medical,6754,3,Female,87,3,2,Manufacturing Director,3,Divorced,4910,1,Y,No,14,3,3,80,1,19,4,2,10,7,Travel_Rarely,Research & Development,18,No
1,7,Master,Medical,6768,2,Male,93,2,3,Research Director,3,Married,12035,1,Y,No,18,3,3,80,0,10,1,3,10,2,Travel_Rarely,Research & Development,3,No
7,7,Bachelor,Medical,6775,3,Female,49,3,1,Laboratory Technician,4,Single,2664,0,Y,No,14,3,3,80,0,12,1,2,11,7,Non-Travel,Research & Development,2,No
1,4,College,Medical,6778,1,Female,65,3,2,Manufacturing Director,4,Divorced,5170,4,Y,No,13,3,3,80,3,20,1,3,5,0,Travel_Rarely,Research & Development,2,No
8,7,Below College,Medical,6786,2,Male,56,3,3,Manager,3,Married,13710,6,Y,Yes,12,3,4,80,0,15,1,4,7,6,Travel_Rarely,Research & Development,15,Yes
2,3,Below College,Medical,6788,1,Male,38,1,1,Laboratory Technician,4,Divorced,3508,6,Y,No,13,3,1,80,3,8,1,3,4,3,Travel_Rarely,Research & Development,10,Yes
10,7,Master,Medical,6796,2,Male,32,3,3,Sales Executive,4,Single,10080,1,Y,No,14,3,4,80,0,10,2,2,10,3,Non-Travel,Sales,10,No
6,8,Bachelor,Medical,6809,4,Male,56,3,3,Manufacturing Director,1,Married,7506,1,Y,Yes,21,4,4,80,1,10,4,2,10,9,Travel_Rarely,Research & Development,24,No
1,5,Phd,Medical,6816,1,Female,95,4,4,Research Director,3,Divorced,16284,3,Y,No,19,3,3,80,1,10,1,3,6,1,Travel_Rarely,Research & Development,1,No
1,0,College,Medical,6822,1,Male,45,3,2,Sales Executive,3,Divorced,4406,4,Y,No,12,3,1,80,2,8,4,3,0,0,Travel_Rarely,Sales,29,No
1,3,Bachelor,Medical,6824,1,Female,1,3,2,Sales Executive,3,Single,4959,1,Y,No,16,3,4,80,0,5,2,3,5,4,Travel_Rarely,Sales,1,No
2,2,Below College,Medical,6828,1,Female,86,3,3,Healthcare Representative,3,Married,10627,4,Y,No,11,3,4,80,0,28,2,2,2,2,Travel_Frequently,Research & Development,18,No
8,7,Master,Medical,6830,1,Male,69,3,3,Sales Executive,2,Divorced,8934,1,Y,No,13,3,4,80,1,9,5,3,9,5,Non-Travel,Sales,9,No
3,1,Bachelor,Medical,6836,4,Male,38,3,1,Sales Representative,4,Married,2500,0,Y,No,13,3,3,80,2,3,2,3,2,2,Travel_Frequently,Sales,24,No
1,0,Bachelor,Medical,6838,3,Female,76,3,2,Healthcare Representative,3,Married,9924,2,Y,No,19,3,3,80,1,18,3,3,1,0,Travel_Rarely,Research & Development,10,No
2,4,Bachelor,Medical,6843,2,Male,89,4,1,Research Scientist,4,Married,2825,1,Y,Yes,11,3,2,80,2,6,2,3,6,5,Travel_Rarely,Research & Development,23,No
11,7,Bachelor,Medical,6848,1,Male,99,3,5,Manager,2,Married,18300,1,Y,No,11,3,3,80,1,32,1,3,32,5,Travel_Frequently,Human Resources,3,No
1,6,Below College,Medical,6849,2,Male,40,3,1,Sales Representative,3,Married,2196,1,Y,No,11,3,3,80,0,7,0,3,7,4,Travel_Rarely,Sales,13,No
2,2,Master,Medical,6854,2,Male,46,3,2,Sales Executive,1,Divorced,4333,1,Y,No,17,3,3,80,0,9,1,1,3,1,Travel_Rarely,Sales,13,Yes
6,7,Master,Medical,6857,1,Male,66,4,2,Sales Executive,4,Divorced,5560,3,Y,No,22,4,4,80,2,13,3,4,7,7,Travel_Rarely,Sales,6,No
1,3,Master,Medical,6859,1,Female,66,2,1,Research Scientist,3,Divorced,2287,0,Y,No,12,3,3,80,2,6,4,2,5,3,Travel_Rarely,Research & Development,6,No
5,7,Phd,Medical,6867,4,Male,72,3,2,Laboratory Technician,3,Divorced,5779,2,Y,Yes,13,3,2,80,1,10,2,3,8,7,Travel_Frequently,Research & Development,9,No
3,2,Below College,Medical,6879,1,Male,69,3,1,Research Scientist,3,Married,2873,0,Y,No,20,4,4,80,0,3,2,3,2,2,Travel_Rarely,Research & Development,6,No
1,0,Bachelor,Medical,6884,3,Female,71,3,1,Research Scientist,3,Divorced,2183,1,Y,No,20,4,3,80,1,1,1,3,1,0,Travel_Frequently,Research & Development,3,No
9,10,Below College,Medical,6886,4,Female,34,3,2,Sales Executive,1,Single,8481,6,Y,No,20,4,4,80,0,18,1,4,14,7,Travel_Rarely,Sales,1,No
2,2,College,Medical,6894,2,Female,62,3,2,Sales Executive,3,Married,5661,1,Y,No,14,3,1,80,1,6,4,2,6,0,Travel_Rarely,Sales,3,No
8,1,Master,Medical,6902,3,Male,88,3,3,Human Resources,2,Married,10825,1,Y,No,15,3,3,80,1,16,0,4,9,7,Travel_Rarely,Human Resources,19,No
1,2,College,Medical,6903,2,Male,48,2,2,Manufacturing Director,2,Divorced,8947,1,Y,Yes,11,3,3,80,1,13,1,3,3,2,Travel_Rarely,Research & Development,9,No
2,1,Master,Medical,6904,1,Male,54,2,1,Research Scientist,4,Single,2145,0,Y,No,13,3,4,80,0,5,0,3,4,2,Travel_Rarely,Research & Development,3,No
2,1,Below College,Medical,6905,2,Male,32,3,1,Research Scientist,3,Single,1109,1,Y,Yes,11,3,4,80,0,1,4,3,1,0,Travel_Rarely,Research & Development,10,Yes
1,2,Bachelor,Medical,6909,1,Male,58,4,1,Research Scientist,1,Married,2919,1,Y,No,16,3,1,80,1,5,2,4,3,2,Travel_Rarely,Research & Development,4,No
1,4,Below College,Medical,6918,4,Female,71,4,2,Sales Executive,4,Divorced,4747,1,Y,Yes,20,4,2,80,2,6,2,3,6,5,Travel_Frequently,Sales,3,No
4,8,Below College,Medical,6920,4,Male,74,4,1,Laboratory Technician,3,Married,3321,1,Y,Yes,11,3,3,80,3,20,2,3,20,8,Travel_Rarely,Research & Development,28,No
8,7,Bachelor,Medical,6921,4,Female,46,2,3,Healthcare Representative,2,Single,8721,1,Y,No,14,3,2,80,0,9,2,4,8,7,Travel_Rarely,Research & Development,9,No
2,4,Bachelor,Medical,6948,3,Male,49,1,1,Laboratory Technician,3,Single,3808,1,Y,No,14,3,3,80,0,9,4,3,5,2,Non-Travel,Research & Development,24,No
12,13,Bachelor,Medical,6950,4,Female,49,3,4,Sales Executive,3,Divorced,13870,8,Y,Yes,12,3,4,80,2,28,1,2,22,2,Travel_Frequently,Sales,3,No
3,2,Bachelor,Medical,6956,3,Male,57,4,1,Research Scientist,3,Divorced,2859,5,Y,Yes,12,3,4,80,0,7,1,3,2,2,Travel_Frequently,Research & Development,19,Yes
5,3,College,Medical,6961,2,Female,96,3,2,Healthcare Representative,3,Single,6242,2,Y,No,11,3,4,80,0,10,1,3,5,1,Travel_Rarely,Research & Development,8,No
1,2,Below College,Medical,6962,2,Male,37,3,1,Laboratory Technician,1,Married,2600,1,Y,No,14,3,4,80,1,5,1,4,4,3,Travel_Rarely,Research & Development,9,No
2,1,Bachelor,Medical,6966,1,Male,81,3,4,Healthcare Representative,4,Married,11203,6,Y,No,11,3,3,80,0,30,0,2,10,7,Travel_Rarely,Research & Development,9,No
3,3,Below College,Medical,6967,4,Female,86,2,1,Research Scientist,4,Single,2442,0,Y,Yes,20,4,4,80,0,5,1,2,4,2,Travel_Rarely,Research & Development,2,No
1,7,Bachelor,Medical,6968,4,Female,55,2,2,Healthcare Representative,1,Single,6911,7,Y,No,19,3,1,80,0,9,1,1,7,6,Travel_Rarely,Research & Development,7,No
1,1,Phd,Medical,6977,4,Male,92,3,1,Research Scientist,3,Married,3157,5,Y,Yes,13,3,2,80,1,6,0,1,1,0,Travel_Rarely,Research & Development,2,No
2,4,Below College,Medical,6985,3,Female,32,3,2,Sales Executive,4,Single,6280,1,Y,No,23,4,2,80,0,6,4,2,6,5,Travel_Rarely,Sales,26,No
1,2,Below College,Medical,6988,1,Male,79,4,1,Research Scientist,3,Single,3605,1,Y,No,18,3,4,80,0,2,2,3,2,2,Travel_Rarely,Research & Development,10,No
2,4,Bachelor,Medical,6991,4,Male,78,3,5,Manager,1,Married,19959,4,Y,Yes,13,3,4,80,1,24,1,3,5,2,Travel_Rarely,Research & Development,2,Yes
2,2,Master,Medical,6995,4,Male,41,3,1,Research Scientist,4,Married,4358,0,Y,No,18,3,1,80,1,5,2,3,4,3,Non-Travel,Research & Development,19,No
2,1,Bachelor,Medical,6997,2,Female,66,3,2,Healthcare Representative,3,Married,4435,3,Y,No,12,3,1,80,1,11,2,2,8,7,Travel_Rarely,Research & Development,27,No
2,4,Master,Medical,7003,4,Female,95,3,2,Manufacturing Director,1,Divorced,5585,8,Y,Yes,11,3,2,80,2,9,3,3,5,3,Travel_Rarely,Research & Development,19,No
2,3,Master,Medical,7008,3,Female,86,2,1,Research Scientist,1,Single,4481,1,Y,No,11,3,3,80,0,6,2,3,6,5,Travel_Rarely,Research & Development,2,No
4,7,College,Medical,7011,3,Female,38,4,2,Healthcare Representative,2,Married,4344,1,Y,No,24,4,4,80,1,8,1,3,8,7,Travel_Frequently,Research & Development,2,No
1,3,Bachelor,Medical,7019,3,Male,64,3,4,Research Director,3,Married,17739,4,Y,No,16,3,4,80,0,30,2,3,4,3,Travel_Rarely,Research & Development,2,No
4,7,Bachelor,Medical,7021,3,Male,49,3,3,Research Director,3,Married,11791,0,Y,No,11,3,4,80,0,14,2,4,13,9,Travel_Rarely,Research & Development,7,No
3,1,Master,Medical,7032,3,Male,46,3,1,Research Scientist,3,Single,4482,5,Y,No,17,3,4,80,0,5,2,2,2,2,Travel_Rarely,Research & Development,2,Yes
1,0,Master,Medical,7036,1,Male,51,2,2,Laboratory Technician,3,Single,5194,5,Y,No,14,3,4,80,0,10,5,3,1,0,Travel_Frequently,Research & Development,16,No
1,0,Bachelor,Medical,7037,3,Female,52,2,2,Manufacturing Director,4,Single,6977,4,Y,Yes,24,4,2,80,0,12,3,2,0,0,Travel_Rarely,Research & Development,2,No
8,3,Below College,Medical,7046,3,Male,37,3,2,Sales Executive,4,Single,5260,3,Y,No,16,3,3,80,0,12,2,2,9,7,Travel_Rarely,Sales,2,Yes
2,7,College,Medical,7052,3,Female,88,2,1,Research Scientist,3,Married,2466,1,Y,Yes,14,3,1,80,1,8,1,3,8,7,Travel_Frequently,Research & Development,5,Yes
1,0,Bachelor,Medical,7054,4,Male,50,3,1,Research Scientist,4,Married,1806,1,Y,No,11,3,3,80,3,0,5,2,0,0,Non-Travel,Research & Development,3,No
3,3,Bachelor,Medical,7056,4,Male,50,3,2,Healthcare Representative,2,Single,6033,8,Y,No,12,3,4,80,0,10,1,2,5,2,Travel_Rarely,Research & Development,4,No
1,1,Below College,Medical,7058,1,Male,65,4,1,Research Scientist,1,Single,3524,6,Y,No,13,3,3,80,0,6,2,2,4,3,Travel_Rarely,Research & Development,2,No
1,8,Bachelor,Medical,7059,1,Male,48,4,2,Sales Executive,1,Divorced,4137,1,Y,No,22,4,1,80,1,9,4,3,9,8,Travel_Rarely,Sales,1,No
2,1,Below College,Medical,7060,3,Female,53,2,1,Research Scientist,1,Single,2659,1,Y,No,11,3,4,80,0,6,2,2,6,5,Travel_Rarely,Research & Development,27,No
2,3,College,Medical,7069,3,Female,91,4,2,Research Scientist,3,Married,5275,4,Y,No,12,3,3,80,1,9,2,2,5,3,Travel_Rarely,Research & Development,8,No
1,0,Master,Medical,7071,2,Female,81,2,4,Manufacturing Director,4,Married,13926,2,Y,No,22,4,3,80,0,31,2,3,9,8,Travel_Frequently,Research & Development,25,No
1,4,College,Medical,7073,2,Male,63,2,1,Human Resources,4,Divorced,5036,1,Y,No,13,3,4,80,1,6,5,3,5,1,Travel_Rarely,Human Resources,8,No
3,2,Below College,Medical,7079,2,Male,35,3,1,Research Scientist,4,Single,2615,4,Y,Yes,14,3,4,80,0,8,1,3,2,1,Travel_Frequently,Research & Development,2,No
1,2,Bachelor,Medical,7100,2,Female,48,2,1,Sales Representative,3,Divorced,2900,5,Y,Yes,19,3,3,80,3,5,2,3,3,2,Travel_Rarely,Sales,1,Yes
1,0,College,Medical,7104,3,Female,54,3,1,Sales Representative,4,Married,3073,4,Y,No,15,3,2,80,1,10,2,3,5,4,Travel_Frequently,Sales,21,No
1,9,College,Medical,7108,1,Male,32,3,3,Sales Executive,2,Single,7742,1,Y,Yes,13,3,4,80,0,10,1,3,10,0,Non-Travel,Sales,19,No
1,3,Below College,Medical,7116,1,Female,62,2,1,Laboratory Technician,4,Divorced,2632,5,Y,No,14,3,3,80,3,8,4,3,4,3,Travel_Rarely,Research & Development,7,No
1,2,Master,Medical,7120,1,Male,98,3,2,Sales Executive,4,Single,5008,1,Y,No,14,3,2,80,0,4,2,3,4,2,Travel_Rarely,Sales,5,No
